Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
100,73,90,0,0,10,90
200,73,182,0,0,18,182
2000,73,1801,0,0,199,1801
10000,73,8946,0,0,1054,8946
20000,73,17988,0,0,2012,17988
40000,73,36101,0,0,3899,36101
60000,73,53978,0,0,6022,53978
80000,73,72014,0,0,7986,72014
100000,73,89965,0,0,10035,89965
2,74,2,0,0,0,2
3,74,2,0,0,1,2
100,74,94,0,0,6,94
200,74,179,0,0,21,179
2000,74,1778,0,0,222,1778
10000,74,9022,0,0,978,9022
20000,74,18026,0,0,1974,18026
40000,74,35875,0,0,4125,35875
60000,74,53968,0,0,6032,53968
80000,74,72094,0,0,7906,72094
100000,74,89947,0,0,10053,89947
2,75,1,0,0,1,1
3,75,3,0,0,0,3
100,75,89,0,0,11,89
200,75,182,0,0,18,182
2000,75,1794,0,0,206,1794
10000,75,9033,0,0,967,9033
20000,75,18008,0,0,1992,18008
40000,75,36037,0,0,3963,36037
60000,75,54007,0,0,5993,54007
80000,75,72086,0,0,7914,72086
100000,75,89964,0,0,10036,89964
2,76,2,0,0,0,2
3,76,3,0,0,0,3
100,76,92,0,0,8,92
200,76,182,0,0,18,182
2000,76,1799,0,0,201,1799
10000,76,9062,0,0,938,9062
20000,76,17963,0,0,2037,17963
