Timestep,Iteration,Total Reward,Suboptimal Arms,Regret,Zeros Count,Ones Count
3,28,3,1,0.1,0,3
100,28,86,35,3.5,14,86
200,28,181,60,6.0,19,181
2000,28,1775,318,31.8,225,1775
10000,28,8895,908,90.8,1105,8895
20000,28,17878,1101,110.1,2122,17878
40000,28,35872,1301,130.1,4128,35872
60000,28,53667,2313,231.3,6333,53667
80000,28,71875,1509,150.9,8125,71875
100000,28,89898,2474,247.4,10102,89898
2,29,2,1,0.1,0,2
3,29,2,1,0.1,1,2
100,29,87,45,4.5,13,87
200,29,171,56,5.6,29,171
2000,29,1743,613,61.3,257,1743
10000,29,8878,745,74.5,1122,8878
20000,29,17917,1103,110.3,2083,17917
40000,29,36022,966,96.6,3978,36022
60000,29,53922,1361,136.1,6078,53922
80000,29,71980,1304,130.4,8020,71980
100000,29,89718,2222,222.2,10282,89718
2,30,2,1,0.1,0,2
3,30,3,1,0.1,0,3
100,30,83,50,5.0,17,83
200,30,168,56,5.6,32,168
2000,30,1741,490,49.0,259,1741
10000,30,8875,1209,120.9,1125,8875
20000,30,17877,1113,111.3,2123,17877
40000,30,35908,1578,157.8,4092,35908
60000,30,53760,1298,129.8,6240,53760
80000,30,71709,1799,179.9,8291,71709
100000,30,89899,1707,170.7,10101,89899
2,31,2,1,0.1,0,2
3,31,2,1,0.1,1,2
100,31,80,50,5.0,20,80
200,31,179,74,7.4,21,179
2000,31,1749,373,37.3,251,1749
10000,31,8940,801,80.1,1060,8940
20000,31,17885,924,92.4,2115,17885
40000,31,35898,1736,173.6,4102,35898
60000,31,53945,1592,159.2,6055,53945
80000,31,71818,1683,168.3,8182,71818
100000,31,89831,1671,167.1,10169,89831
2,32,2,1,0.1,0,2
3,32,3,1,0.1,0,3
100,32,89,45,4.5,11,89
200,32,178,68,6.8,22,178
2000,32,1755,501,50.1,245,1755
10000,32,8892,864,86.4,1108,8892
20000,32,17926,1001,100.1,2074,17926
40000,32,35821,1543,154.3,4179,35821
60000,32,53623,2108,210.8,6377,53623
80000,32,71775,1523,152.3,8225,71775
100000,32,89928,1264,126.4,10072,89928
2,33,2,1,0.1,0,2
3,33,2,1,0.1,1,2
100,33,92,37,3.7,8,92
200,33,173,77,7.7,27,173
2000,33,1751,529,52.9,249,1751
10000,33,8904,943,94.3,1096,8904
20000,33,17897,851,85.1,2103,17897
40000,33,35811,1188,118.8,4189,35811
60000,33,53927,1230,123.0,6073,53927
80000,33,71712,1651,165.1,8288,71712
100000,33,89807,1705,170.5,10193,89807
2,34,2,1,0.1,0,2
3,34,3,1,0.1,0,3
100,34,87,38,3.8,13,87
200,34,174,67,6.7,26,174
2000,34,1734,373,37.3,266,1734
10000,34,8954,857,85.7,1046,8954
20000,34,17902,1355,135.5,2098,17902
40000,34,35869,2036,203.6,4131,35869
60000,34,53910,1318,131.8,6090,53910
80000,34,71819,1581,158.1,8181,71819
100000,34,89838,1743,174.3,10162,89838
2,35,2,1,0.1,0,2
3,35,2,1,0.1,1,2
100,35,86,50,5.0,14,86
200,35,170,62,6.2,30,170
2000,35,1749,416,41.6,251,1749
10000,35,8932,723,72.3,1068,8932
20000,35,17946,1099,109.9,2054,17946
40000,35,35920,1433,143.3,4080,35920
60000,35,53809,2087,208.7,6191,53809
80000,35,71721,1990,199.0,8279,71721
100000,35,90015,1531,153.1,9985,90015
2,36,2,1,0.1,0,2
3,36,2,1,0.1,1,2
100,36,93,47,4.7,7,93
200,36,177,59,5.9,23,177
2000,36,1757,254,25.4,243,1757
10000,36,8865,866,86.6,1135,8865
20000,36,17894,1252,125.2,2106,17894
40000,36,35823,1882,188.2,4177,35823
60000,36,53930,1649,164.9,6070,53930
80000,36,71811,1421,142.1,8189,71811
100000,36,89906,1521,152.1,10094,89906
2,37,1,1,0.1,1,1
3,37,3,1,0.1,0,3
100,37,87,26,2.6,13,87
200,37,172,58,5.8,28,172
2000,37,1760,438,43.8,240,1760
10000,37,8855,500,50.0,1145,8855
20000,37,17782,977,97.7,2218,17782
40000,37,35801,1337,133.7,4199,35801
60000,37,53938,1532,153.2,6062,53938
80000,37,71786,1805,180.5,8214,71786
100000,37,89781,1658,165.8,10219,89781
2,38,1,1,0.1,1,1
3,38,2,1,0.1,1,2
100,38,87,29,2.9,13,87
200,38,177,68,6.8,23,177
2000,38,1743,534,53.4,257,1743
10000,38,8852,762,76.2,1148,8852
20000,38,17851,1167,116.7,2149,17851
40000,38,35832,1286,128.6,4168,35832
60000,38,53941,1487,148.7,6059,53941
80000,38,71757,1837,183.7,8243,71757
100000,38,89877,1613,161.3,10123,89877
2,39,0,1,0.1,2,0
3,39,3,1,0.1,0,3
100,39,89,45,4.5,11,89
200,39,174,72,7.2,26,174
2000,39,1772,407,40.7,228,1772
10000,39,8920,899,89.9,1080,8920
20000,39,17855,1114,111.4,2145,17855
40000,39,35834,1216,121.6,4166,35834
60000,39,53796,1259,125.9,6204,53796
80000,39,72033,1903,190.3,7967,72033
100000,39,89625,1802,180.2,10375,89625
2,40,2,1,0.1,0,2
3,40,3,1,0.1,0,3
100,40,82,28,2.8,18,82
200,40,172,75,7.5,28,172
2000,40,1761,324,32.4,239,1761
10000,40,8976,572,57.2,1024,8976
20000,40,17872,1114,111.4,2128,17872
40000,40,35780,1759,175.9,4220,35780
60000,40,53841,1356,135.6,6159,53841
80000,40,71802,1591,159.1,8198,71802
100000,40,89687,1947,194.7,10313,89687
2,41,1,1,0.1,1,1
3,41,2,2,0.2,1,2
100,41,85,42,4.2,15,85
200,41,179,66,6.6,21,179
2000,41,1739,427,42.7,261,1739
10000,41,8953,746,74.6,1047,8953
20000,41,17916,1216,121.6,2084,17916
40000,41,35817,1108,110.8,4183,35817
60000,41,53764,1019,101.9,6236,53764
80000,41,71944,1661,166.1,8056,71944
100000,41,89793,2218,221.8,10207,89793
2,42,2,1,0.1,0,2
3,42,2,2,0.2,1,2
100,42,91,55,5.5,9,91
200,42,178,61,6.1,22,178
2000,42,1776,235,23.5,224,1776
10000,42,8990,654,65.4,1010,8990
20000,42,17930,1124,112.4,2070,17930
40000,42,35878,1421,142.1,4122,35878
60000,42,53908,1293,129.3,6092,53908
80000,42,71822,2298,229.8,8178,71822
100000,42,90062,1642,164.2,9938,90062
2,43,2,1,0.1,0,2
3,43,3,1,0.1,0,3
100,43,84,36,3.6,16,84
200,43,172,47,4.7,28,172
2000,43,1760,384,38.4,240,1760
10000,43,8916,965,96.5,1084,8916
20000,43,17948,1108,110.8,2052,17948
40000,43,35762,1484,148.4,4238,35762
60000,43,54080,1603,160.3,5920,54080
80000,43,71879,1157,115.7,8121,71879
100000,43,90010,1707,170.7,9990,90010
2,44,1,1,0.1,1,1
3,44,2,1,0.1,1,2
100,44,90,30,3.0,10,90
200,44,176,82,8.2,24,176
2000,44,1777,322,32.2,223,1777
10000,44,8919,987,98.7,1081,8919
20000,44,17903,1276,127.6,2097,17903
40000,44,35816,1363,136.3,4184,35816
60000,44,53904,1445,144.5,6096,53904
80000,44,72016,1575,157.5,7984,72016
100000,44,90027,1685,168.5,9973,90027
2,45,1,1,0.1,1,1
3,45,3,1,0.1,0,3
100,45,86,39,3.9,14,86
200,45,175,68,6.8,25,175
2000,45,1783,311,31.1,217,1783
10000,45,8886,920,92.0,1114,8886
20000,45,17834,1202,120.2,2166,17834
40000,45,35827,1063,106.3,4173,35827
60000,45,53955,1424,142.4,6045,53955
80000,45,71871,1513,151.3,8129,71871
100000,45,89700,1801,180.1,10300,89700
2,46,2,1,0.1,0,2
3,46,2,1,0.1,1,2
100,46,94,38,3.8,6,94
200,46,171,64,6.4,29,171
2000,46,1761,386,38.6,239,1761
10000,46,8912,848,84.8,1088,8912
20000,46,17877,1414,141.4,2123,17877
40000,46,35819,908,90.8,4181,35819
60000,46,53798,1600,160.0,6202,53798
80000,46,71901,1829,182.9,8099,71901
100000,46,89931,1461,146.1,10069,89931
2,47,1,1,0.1,1,1
3,47,2,1,0.1,1,2
100,47,85,42,4.2,15,85
200,47,171,77,7.7,29,171
2000,47,1760,313,31.3,240,1760
10000,47,8873,985,98.5,1127,8873
20000,47,17857,997,99.7,2143,17857
40000,47,35856,1255,125.5,4144,35856
60000,47,53932,1684,168.4,6068,53932
80000,47,71936,1693,169.3,8064,71936
100000,47,89763,1998,199.8,10237,89763
2,48,2,1,0.1,0,2
3,48,3,1,0.1,0,3
100,48,88,39,3.9,12,88
200,48,171,76,7.6,29,171
2000,48,1734,474,47.4,266,1734
10000,48,8869,1148,114.8,1131,8869
20000,48,17954,688,68.8,2046,17954
40000,48,35860,1524,152.4,4140,35860
60000,48,53928,1893,189.3,6072,53928
80000,48,71954,1541,154.1,8046,71954
100000,48,89846,1631,163.1,10154,89846
2,49,2,1,0.1,0,2
3,49,3,1,0.1,0,3
100,49,83,39,3.9,17,83
200,49,173,67,6.7,27,173
2000,49,1773,310,31.0,227,1773
10000,49,8879,950,95.0,1121,8879
20000,49,17946,1152,115.2,2054,17946
40000,49,35938,1571,157.1,4062,35938
60000,49,53796,1879,187.9,6204,53796
80000,49,71686,2183,218.3,8314,71686
100000,49,89898,1830,183.0,10102,89898
2,50,2,1,0.1,0,2
3,50,3,1,0.1,0,3
100,50,92,43,4.3,8,92
200,50,174,65,6.5,26,174
2000,50,1773,254,25.4,227,1773
10000,50,8914,956,95.6,1086,8914
20000,50,17956,964,96.4,2044,17956
40000,50,35777,1513,151.3,4223,35777
60000,50,53833,1825,182.5,6167,53833
80000,50,71874,1832,183.2,8126,71874
100000,50,89790,1902,190.2,10210,89790
2,51,2,1,0.1,0,2
3,51,3,1,0.1,0,3
100,51,91,46,4.6,9,91
200,51,180,53,5.3,20,180
2000,51,1774,312,31.2,226,1774
10000,51,8919,865,86.5,1081,8919
20000,51,17820,1360,136.0,2180,17820
40000,51,35874,1822,182.2,4126,35874
60000,51,53825,904,90.4,6175,53825
80000,51,71955,1775,177.5,8045,71955
100000,51,89616,2209,220.9,10384,89616
2,52,2,1,0.1,0,2
3,52,3,1,0.1,0,3
100,52,83,52,5.2,17,83
200,52,163,67,6.7,37,163
2000,52,1767,423,42.3,233,1767
10000,52,8897,836,83.6,1103,8897
20000,52,17901,1011,101.1,2099,17901
40000,52,35953,1200,120.0,4047,35953
60000,52,53813,1147,114.7,6187,53813
80000,52,71921,1534,153.4,8079,71921
100000,52,89781,1799,179.9,10219,89781
2,53,2,1,0.1,0,2
3,53,2,1,0.1,1,2
100,53,86,35,3.5,14,86
200,53,168,72,7.2,32,168
2000,53,1770,428,42.8,230,1770
10000,53,8932,703,70.3,1068,8932
20000,53,17914,1138,113.8,2086,17914
40000,53,35876,1469,146.9,4124,35876
60000,53,53731,2160,216.0,6269,53731
80000,53,71935,1574,157.4,8065,71935
100000,53,89841,1759,175.9,10159,89841
2,54,2,1,0.1,0,2
3,54,2,2,0.2,1,2
100,54,86,35,3.5,14,86
200,54,178,75,7.5,22,178
2000,54,1733,556,55.6,267,1733
10000,54,8904,881,88.1,1096,8904
20000,54,17889,1112,111.2,2111,17889
40000,54,35842,1219,121.9,4158,35842
60000,54,53869,1538,153.8,6131,53869
80000,54,71786,1613,161.3,8214,71786
100000,54,89880,1502,150.2,10120,89880
2,55,2,1,0.1,0,2
3,55,2,2,0.2,1,2
100,55,90,50,5.0,10,90
200,55,175,55,5.5,25,175
2000,55,1785,345,34.5,215,1785
10000,55,8874,1251,125.1,1126,8874
20000,55,17836,1213,121.3,2164,17836
40000,55,35855,1305,130.5,4145,35855
60000,55,53776,1630,163.0,6224,53776
80000,55,71782,1599,159.9,8218,71782
100000,55,89832,1714,171.4,10168,89832
2,56,2,1,0.1,0,2
3,56,3,1,0.1,0,3
100,56,88,39,3.9,12,88
200,56,168,58,5.8,32,168
2000,56,1749,358,35.8,251,1749
10000,56,8908,960,96.0,1092,8908
20000,56,17829,1171,117.1,2171,17829
40000,56,35871,1126,112.6,4129,35871
60000,56,53738,1524,152.4,6262,53738
80000,56,71745,1406,140.6,8255,71745
100000,56,89852,1310,131.0,10148,89852
2,57,2,1,0.1,0,2
3,57,3,1,0.1,0,3
100,57,89,45,4.5,11,89
200,57,171,59,5.9,29,171
2000,57,1758,496,49.6,242,1758
10000,57,8919,695,69.5,1081,8919
20000,57,17947,1365,136.5,2053,17947
40000,57,35817,1435,143.5,4183,35817
60000,57,53983,1098,109.8,6017,53983
80000,57,71808,1776,177.6,8192,71808
100000,57,89638,2034,203.4,10362,89638
2,58,2,1,0.1,0,2
3,58,3,1,0.1,0,3
100,58,88,39,3.9,12,88
200,58,181,64,6.4,19,181
2000,58,1771,382,38.2,229,1771
10000,58,8912,703,70.3,1088,8912
20000,58,17885,807,80.7,2115,17885
40000,58,35970,1304,130.4,4030,35970
60000,58,53896,1332,133.2,6104,53896
80000,58,71887,1397,139.7,8113,71887
100000,58,89905,1493,149.3,10095,89905
2,59,1,1,0.1,1,1
3,59,3,1,0.1,0,3
100,59,84,39,3.9,16,84
200,59,175,59,5.9,25,175
2000,59,1761,355,35.5,239,1761
10000,59,8875,906,90.6,1125,8875
20000,59,17919,776,77.6,2081,17919
40000,59,35864,1121,112.1,4136,35864
60000,59,53868,1746,174.6,6132,53868
80000,59,71816,1817,181.7,8184,71816
100000,59,89738,1388,138.8,10262,89738
2,60,2,1,0.1,0,2
3,60,1,2,0.2,2,1
100,60,90,42,4.2,10,90
200,60,179,69,6.9,21,179
2000,60,1753,361,36.1,247,1753
10000,60,8910,1132,113.2,1090,8910
20000,60,17843,1165,116.5,2157,17843
40000,60,35957,997,99.7,4043,35957
60000,60,53778,1196,119.6,6222,53778
80000,60,71741,2061,206.1,8259,71741
100000,60,89576,2080,208.0,10424,89576
2,61,2,1,0.1,0,2
3,61,3,1,0.1,0,3
100,61,94,57,5.7,6,94
200,61,172,41,4.1,28,172
2000,61,1755,250,25.0,245,1755
10000,61,8950,751,75.1,1050,8950
20000,61,17893,1310,131.0,2107,17893
40000,61,35843,1469,146.9,4157,35843
60000,61,53958,1537,153.7,6042,53958
80000,61,71875,2020,202.0,8125,71875
100000,61,89979,1472,147.2,10021,89979
2,62,2,1,0.1,0,2
3,62,2,1,0.1,1,2
100,62,92,36,3.6,8,92
200,62,176,90,9.0,24,176
2000,62,1779,333,33.3,221,1779
10000,62,8905,719,71.9,1095,8905
20000,62,17887,1060,106.0,2113,17887
40000,62,35861,1642,164.2,4139,35861
60000,62,53877,1491,149.1,6123,53877
80000,62,71957,1475,147.5,8043,71957
100000,62,89715,2169,216.9,10285,89715
2,63,2,1,0.1,0,2
3,63,2,1,0.1,1,2
100,63,89,50,5.0,11,89
200,63,179,78,7.8,21,179
2000,63,1785,461,46.1,215,1785
10000,63,8949,896,89.6,1051,8949
20000,63,17863,1184,118.4,2137,17863
40000,63,35936,1236,123.6,4064,35936
60000,63,53865,1682,168.2,6135,53865
80000,63,71830,1756,175.6,8170,71830
100000,63,89812,1968,196.8,10188,89812
2,64,2,1,0.1,0,2
3,64,3,1,0.1,0,3
100,64,91,38,3.8,9,91
200,64,170,72,7.2,30,170
2000,64,1769,356,35.6,231,1769
10000,64,8902,967,96.7,1098,8902
20000,64,17893,1206,120.6,2107,17893
40000,64,35767,1717,171.7,4233,35767
60000,64,53892,1437,143.7,6108,53892
80000,64,71771,1520,152.0,8229,71771
100000,64,89833,1417,141.7,10167,89833
2,65,2,1,0.1,0,2
3,65,3,1,0.1,0,3
100,65,81,31,3.1,19,81
200,65,173,80,8.0,27,173
2000,65,1774,428,42.8,226,1774
10000,65,8939,1007,100.7,1061,8939
20000,65,18002,1043,104.3,1998,18002
40000,65,35944,1137,113.7,4056,35944
60000,65,53860,1418,141.8,6140,53860
80000,65,71858,1312,131.2,8142,71858
100000,65,89971,1057,105.7,10029,89971
2,66,2,1,0.1,0,2
3,66,2,2,0.2,1,2
100,66,85,46,4.6,15,85
200,66,166,50,5.0,34,166
2000,66,1762,328,32.8,238,1762
10000,66,8929,901,90.1,1071,8929
20000,66,17867,1051,105.1,2133,17867
40000,66,35926,1522,152.2,4074,35926
60000,66,53912,1441,144.1,6088,53912
80000,66,72001,1656,165.6,7999,72001
100000,66,89832,1283,128.3,10168,89832
2,67,2,1,0.1,0,2
3,67,2,1,0.1,1,2
100,67,88,39,3.9,12,88
200,67,163,83,8.3,37,163
2000,67,1756,382,38.2,244,1756
10000,67,8914,1034,103.4,1086,8914
20000,67,17850,1028,102.8,2150,17850
40000,67,35805,1374,137.4,4195,35805
60000,67,53783,1653,165.3,6217,53783
80000,67,71703,1475,147.5,8297,71703
