Timestep,Iteration,Total Reward,Suboptimal Arms,Regret,Zeros Count,Ones Count
2000,12,1776,105,10.5,224.0,1776.0
10000,12,8949,506,50.6,1051.0,8949.0
20000,12,17894,946,94.6,2106.0,17894.0
40000,12,35798,2053,205.3,4202.0,35798.0
60000,12,53673,2965,296.5,6327.0,53673.0
80000,12,71679,4003,400.3,8321.0,71679.0
100000,12,89519,5055,505.5,10481.0,89519.0
2,13,2,0,0.0,0.0,2.0
3,13,1,0,0.0,2.0,1.0
100,13,85,9,0.9,15.0,85.0
200,13,182,13,1.3,18.0,182.0
2000,13,1790,89,8.9,210.0,1790.0
10000,13,8900,519,51.9,1100.0,8900.0
20000,13,17856,1079,107.9,2144.0,17856.0
40000,13,35759,2048,204.8,4241.0,35759.0
60000,13,53732,3080,308.0,6268.0,53732.0
80000,13,71566,3967,396.7,8434.0,71566.0
100000,13,89497,5129,512.9,10503.0,89497.0
2,14,2,0,0.0,0.0,2.0
3,14,2,0,0.0,1.0,2.0
100,14,80,8,0.8,20.0,80.0
200,14,182,10,1.0,18.0,182.0
2000,14,1778,86,8.6,222.0,1778.0
10000,14,8916,486,48.6,1084.0,8916.0
20000,14,17885,997,99.7,2115.0,17885.0
40000,14,35673,2033,203.3,4327.0,35673.0
60000,14,53847,2919,291.9,6153.0,53847.0
80000,14,71721,3978,397.8,8279.0,71721.0
100000,14,89443,5105,510.5,10557.0,89443.0
2,15,1,0,0.0,1.0,1.0
3,15,3,0,0.0,0.0,3.0
100,15,82,13,1.3,18.0,82.0
200,15,180,26,2.6,20.0,180.0
2000,15,1809,102,10.2,191.0,1809.0
10000,15,8953,610,61.0,1047.0,8953.0
20000,15,17883,983,98.3,2117.0,17883.0
40000,15,35723,2030,203.0,4277.0,35723.0
60000,15,53588,3413,341.3,6412.0,53588.0
80000,15,71678,4040,404.0,8322.0,71678.0
100000,15,89477,4993,499.3,10523.0,89477.0
2,16,1,0,0.0,1.0,1.0
3,16,3,0,0.0,0.0,3.0
100,16,86,11,1.1,14.0,86.0
200,16,175,6,0.6,25.0,175.0
2000,16,1776,87,8.7,224.0,1776.0
10000,16,8915,497,49.7,1085.0,8915.0
20000,16,17898,1057,105.7,2102.0,17898.0
40000,16,35760,2012,201.2,4240.0,35760.0
60000,16,53734,3011,301.1,6266.0,53734.0
80000,16,71608,4036,403.6,8392.0,71608.0
100000,16,89589,5008,500.8,10411.0,89589.0
2,17,2,0,0.0,0.0,2.0
3,17,3,0,0.0,0.0,3.0
100,17,85,9,0.9,15.0,85.0
200,17,170,140,14.0,30.0,170.0
2000,17,1808,96,9.6,192.0,1808.0
10000,17,8989,528,52.8,1011.0,8989.0
20000,17,17915,950,95.0,2085.0,17915.0
40000,17,35765,1955,195.5,4235.0,35765.0
60000,17,53763,3034,303.4,6237.0,53763.0
80000,17,71673,4045,404.5,8327.0,71673.0
100000,17,89482,4959,495.9,10518.0,89482.0
2,18,2,0,0.0,0.0,2.0
3,18,3,0,0.0,0.0,3.0
100,18,85,6,0.6,15.0,85.0
200,18,176,170,17.0,24.0,176.0
2000,18,1803,95,9.5,197.0,1803.0
10000,18,8950,484,48.4,1050.0,8950.0
20000,18,17950,984,98.4,2050.0,17950.0
40000,18,35909,2046,204.6,4091.0,35909.0
60000,18,53709,2963,296.3,6291.0,53709.0
80000,18,71608,4008,400.8,8392.0,71608.0
100000,18,89425,4882,488.2,10575.0,89425.0
2,19,1,1,0.1,1.0,1.0
3,19,2,0,0.0,1.0,2.0
100,19,91,19,1.9,9.0,91.0
200,19,179,21,2.1,21.0,179.0
2000,19,1784,154,15.4,216.0,1784.0
10000,19,8983,513,51.3,1017.0,8983.0
20000,19,17887,1048,104.8,2113.0,17887.0
40000,19,35817,2088,208.8,4183.0,35817.0
60000,19,53584,3016,301.6,6416.0,53584.0
80000,19,71597,4018,401.8,8403.0,71597.0
100000,19,89570,5146,514.6,10430.0,89570.0
2,20,2,0,0.0,0.0,2.0
3,20,3,0,0.0,0.0,3.0
100,20,91,5,0.5,9.0,91.0
200,20,174,11,1.1,26.0,174.0
2000,20,1799,108,10.8,201.0,1799.0
10000,20,8959,491,49.1,1041.0,8959.0
20000,20,17933,1065,106.5,2067.0,17933.0
40000,20,35695,2091,209.1,4305.0,35695.0
60000,20,53740,3026,302.6,6260.0,53740.0
80000,20,71630,3930,393.0,8370.0,71630.0
100000,20,89472,4999,499.9,10528.0,89472.0
2,21,1,0,0.0,1.0,1.0
3,21,3,0,0.0,0.0,3.0
100,21,86,29,2.9,14.0,86.0
200,21,181,9,0.9,19.0,181.0
2000,21,1798,102,10.2,202.0,1798.0
10000,21,8927,518,51.8,1073.0,8927.0
20000,21,17935,1022,102.2,2065.0,17935.0
40000,21,35822,1913,191.3,4178.0,35822.0
60000,21,53627,2904,290.4,6373.0,53627.0
80000,21,71548,4019,401.9,8452.0,71548.0
100000,21,89526,4928,492.8,10474.0,89526.0
2,22,0,1,0.1,2.0,0.0
3,22,2,0,0.0,1.0,2.0
100,22,86,4,0.4,14.0,86.0
200,22,173,15,1.5,27.0,173.0
2000,22,1792,110,11.0,208.0,1792.0
10000,22,8954,472,47.2,1046.0,8954.0
20000,22,17949,988,98.8,2051.0,17949.0
40000,22,35820,2067,206.7,4180.0,35820.0
60000,22,53781,2996,299.6,6219.0,53781.0
80000,22,71829,4099,409.9,8171.0,71829.0
100000,22,89555,5022,502.2,10445.0,89555.0
2,23,2,0,0.0,0.0,2.0
3,23,3,0,0.0,0.0,3.0
100,23,88,10,1.0,12.0,88.0
200,23,175,25,2.5,25.0,175.0
2000,23,1778,255,25.5,222.0,1778.0
10000,23,8958,531,53.1,1042.0,8958.0
20000,23,17904,1014,101.4,2096.0,17904.0
40000,23,35789,2156,215.6,4211.0,35789.0
60000,23,53767,3047,304.7,6233.0,53767.0
80000,23,71628,4054,405.4,8372.0,71628.0
100000,23,89546,4997,499.7,10454.0,89546.0
2,24,2,0,0.0,0.0,2.0
3,24,3,1,0.1,0.0,3.0
100,24,91,28,2.8,9.0,91.0
200,24,177,14,1.4,23.0,177.0
2000,24,1759,141,14.1,241.0,1759.0
10000,24,8909,483,48.3,1091.0,8909.0
20000,24,17910,986,98.6,2090.0,17910.0
40000,24,35960,2010,201.0,4040.0,35960.0
60000,24,53673,3070,307.0,6327.0,53673.0
80000,24,71557,4049,404.9,8443.0,71557.0
100000,24,89434,5069,506.9,10566.0,89434.0
2,25,2,0,0.0,0.0,2.0
3,25,3,0,0.0,0.0,3.0
100,25,92,5,0.5,8.0,92.0
200,25,175,9,0.9,25.0,175.0
2000,25,1784,108,10.8,216.0,1784.0
10000,25,8896,496,49.6,1104.0,8896.0
20000,25,17882,1049,104.9,2118.0,17882.0
40000,25,35834,1977,197.7,4166.0,35834.0
60000,25,53668,2972,297.2,6332.0,53668.0
80000,25,71465,4001,400.1,8535.0,71465.0
100000,25,89425,4973,497.3,10575.0,89425.0
2,26,2,2,0.2,0.0,2.0
3,26,3,0,0.0,0.0,3.0
100,26,89,3,0.3,11.0,89.0
200,26,180,27,2.7,20.0,180.0
2000,26,1804,126,12.6,196.0,1804.0
10000,26,8937,501,50.1,1063.0,8937.0
20000,26,17908,1022,102.2,2092.0,17908.0
40000,26,35758,1899,189.9,4242.0,35758.0
60000,26,53694,2924,292.4,6306.0,53694.0
80000,26,71592,3940,394.0,8408.0,71592.0
100000,26,89485,5048,504.8,10515.0,89485.0
2,27,2,0,0.0,0.0,2.0
3,27,3,0,0.0,0.0,3.0
100,27,89,12,1.2,11.0,89.0
200,27,182,13,1.3,18.0,182.0
2000,27,1774,127,12.7,226.0,1774.0
10000,27,8928,505,50.5,1072.0,8928.0
20000,27,17930,984,98.4,2070.0,17930.0
40000,27,35767,2050,205.0,4233.0,35767.0
60000,27,53720,2947,294.7,6280.0,53720.0
80000,27,71751,4070,407.0,8249.0,71751.0
100000,27,89433,4968,496.8,10567.0,89433.0
2,28,2,0,0.0,0.0,2.0
3,28,2,1,0.1,1.0,2.0
100,28,89,13,1.3,11.0,89.0
200,28,180,4,0.4,20.0,180.0
2000,28,1770,118,11.8,230.0,1770.0
10000,28,8936,554,55.4,1064.0,8936.0
20000,28,17858,994,99.4,2142.0,17858.0
40000,28,35826,2016,201.6,4174.0,35826.0
60000,28,53644,2995,299.5,6356.0,53644.0
80000,28,71635,4015,401.5,8365.0,71635.0
100000,28,89640,5007,500.7,10360.0,89640.0
2,29,2,1,0.1,0.0,2.0
3,29,3,0,0.0,0.0,3.0
100,29,88,7,0.7,12.0,88.0
200,29,179,10,1.0,21.0,179.0
2000,29,1789,103,10.3,211.0,1789.0
10000,29,8943,502,50.2,1057.0,8943.0
20000,29,17879,1012,101.2,2121.0,17879.0
40000,29,35805,1985,198.5,4195.0,35805.0
60000,29,53788,3011,301.1,6212.0,53788.0
80000,29,71624,4147,414.7,8376.0,71624.0
100000,29,89563,5041,504.1,10437.0,89563.0
2,30,2,0,0.0,0.0,2.0
3,30,3,1,0.1,0.0,3.0
100,30,84,3,0.3,16.0,84.0
200,30,175,35,3.5,25.0,175.0
2000,30,1780,99,9.9,220.0,1780.0
10000,30,8961,508,50.8,1039.0,8961.0
20000,30,17911,1027,102.7,2089.0,17911.0
40000,30,35757,1925,192.5,4243.0,35757.0
60000,30,53677,2949,294.9,6323.0,53677.0
80000,30,71527,4055,405.5,8473.0,71527.0
100000,30,89613,4958,495.8,10387.0,89613.0
2,31,2,0,0.0,0.0,2.0
3,31,2,1,0.1,1.0,2.0
100,31,87,9,0.9,13.0,87.0
200,31,165,41,4.1,35.0,165.0
2000,31,1776,136,13.6,224.0,1776.0
10000,31,8980,521,52.1,1020.0,8980.0
20000,31,17919,1047,104.7,2081.0,17919.0
40000,31,35745,1903,190.3,4255.0,35745.0
60000,31,53715,3165,316.5,6285.0,53715.0
80000,31,71561,4041,404.1,8439.0,71561.0
100000,31,89262,4982,498.2,10738.0,89262.0
2,32,2,0,0.0,0.0,2.0
3,32,3,0,0.0,0.0,3.0
100,32,88,6,0.6,12.0,88.0
200,32,181,40,4.0,19.0,181.0
2000,32,1792,126,12.6,208.0,1792.0
10000,32,8976,535,53.5,1024.0,8976.0
20000,32,17921,1315,131.5,2079.0,17921.0
40000,32,35789,2325,232.5,4211.0,35789.0
60000,32,53679,3056,305.6,6321.0,53679.0
80000,32,71669,4021,402.1,8331.0,71669.0
100000,32,89438,4988,498.8,10562.0,89438.0
2,33,2,0,0.0,0.0,2.0
3,33,2,0,0.0,1.0,2.0
100,33,82,79,7.9,18.0,82.0
200,33,177,14,1.4,23.0,177.0
2000,33,1788,99,9.9,212.0,1788.0
10000,33,8904,492,49.2,1096.0,8904.0
20000,33,17990,1073,107.3,2010.0,17990.0
40000,33,35761,2047,204.7,4239.0,35761.0
60000,33,53629,2991,299.1,6371.0,53629.0
80000,33,71663,3916,391.6,8337.0,71663.0
100000,33,89431,4989,498.9,10569.0,89431.0
2,34,2,0,0.0,0.0,2.0
3,34,3,0,0.0,0.0,3.0
100,34,89,4,0.4,11.0,89.0
200,34,184,13,1.3,16.0,184.0
2000,34,1764,102,10.2,236.0,1764.0
10000,34,8973,467,46.7,1027.0,8973.0
20000,34,17991,980,98.0,2009.0,17991.0
40000,34,35928,2030,203.0,4072.0,35928.0
60000,34,53677,2930,293.0,6323.0,53677.0
80000,34,71691,4012,401.2,8309.0,71691.0
100000,34,89318,5038,503.8,10682.0,89318.0
2,35,2,0,0.0,0.0,2.0
3,35,1,0,0.0,2.0,1.0
100,35,87,13,1.3,13.0,87.0
200,35,183,11,1.1,17.0,183.0
2000,35,1796,142,14.2,204.0,1796.0
10000,35,8915,473,47.3,1085.0,8915.0
20000,35,17944,1015,101.5,2056.0,17944.0
40000,35,35775,2026,202.6,4225.0,35775.0
60000,35,53690,3007,300.7,6310.0,53690.0
80000,35,71625,4007,400.7,8375.0,71625.0
100000,35,89457,4937,493.7,10543.0,89457.0
2,36,2,0,0.0,0.0,2.0
3,36,3,0,0.0,0.0,3.0
100,36,88,7,0.7,12.0,88.0
200,36,181,15,1.5,19.0,181.0
2000,36,1803,97,9.7,197.0,1803.0
10000,36,8937,511,51.1,1063.0,8937.0
20000,36,17930,992,99.2,2070.0,17930.0
40000,36,35840,2030,203.0,4160.0,35840.0
60000,36,53691,3144,314.4,6309.0,53691.0
80000,36,71649,3926,392.6,8351.0,71649.0
100000,36,89358,5105,510.5,10642.0,89358.0
2,37,2,0,0.0,0.0,2.0
3,37,3,0,0.0,0.0,3.0
100,37,97,13,1.3,3.0,97.0
200,37,178,16,1.6,22.0,178.0
2000,37,1797,109,10.9,203.0,1797.0
10000,37,8944,498,49.8,1056.0,8944.0
20000,37,17892,1015,101.5,2108.0,17892.0
40000,37,35718,1966,196.6,4282.0,35718.0
60000,37,53741,3008,300.8,6259.0,53741.0
80000,37,71581,4012,401.2,8419.0,71581.0
100000,37,89484,5010,501.0,10516.0,89484.0
2,38,2,0,0.0,0.0,2.0
3,38,3,0,0.0,0.0,3.0
100,38,88,6,0.6,12.0,88.0
200,38,185,12,1.2,15.0,185.0
2000,38,1803,107,10.7,197.0,1803.0
10000,38,9021,544,54.4,979.0,9021.0
20000,38,17876,1027,102.7,2124.0,17876.0
40000,38,35721,2035,203.5,4279.0,35721.0
60000,38,53794,3116,311.6,6206.0,53794.0
80000,38,71520,3974,397.4,8480.0,71520.0
100000,38,89542,5116,511.6,10458.0,89542.0
2,39,1,0,0.0,1.0,1.0
3,39,3,1,0.1,0.0,3.0
100,39,91,3,0.3,9.0,91.0
200,39,180,21,2.1,20.0,180.0
2000,39,1781,178,17.8,219.0,1781.0
10000,39,8961,530,53.0,1039.0,8961.0
20000,39,17856,1016,101.6,2144.0,17856.0
40000,39,35838,1953,195.3,4162.0,35838.0
60000,39,53730,3049,304.9,6270.0,53730.0
80000,39,71422,3954,395.4,8578.0,71422.0
100000,39,89524,5073,507.3,10476.0,89524.0
2,40,2,0,0.0,0.0,2.0
3,40,3,0,0.0,0.0,3.0
100,40,85,6,0.6,15.0,85.0
200,40,181,13,1.3,19.0,181.0
2000,40,1763,450,45.0,237.0,1763.0
10000,40,8959,564,56.4,1041.0,8959.0
20000,40,17904,981,98.1,2096.0,17904.0
40000,40,35913,2027,202.7,4087.0,35913.0
60000,40,53533,3017,301.7,6467.0,53533.0
80000,40,71695,4310,431.0,8305.0,71695.0
100000,40,89425,5005,500.5,10575.0,89425.0
2,41,2,0,0.0,0.0,2.0
3,41,3,0,0.0,0.0,3.0
100,41,84,6,0.6,16.0,84.0
200,41,180,10,1.0,20.0,180.0
2000,41,1772,228,22.8,228.0,1772.0
10000,41,8983,522,52.2,1017.0,8983.0
20000,41,17915,1051,105.1,2085.0,17915.0
40000,41,35845,1977,197.7,4155.0,35845.0
60000,41,53697,3081,308.1,6303.0,53697.0
80000,41,71682,3979,397.9,8318.0,71682.0
100000,41,89493,5124,512.4,10507.0,89493.0
2,42,2,0,0.0,0.0,2.0
3,42,3,0,0.0,0.0,3.0
100,42,87,6,0.6,13.0,87.0
200,42,169,15,1.5,31.0,169.0
2000,42,1784,95,9.5,216.0,1784.0
10000,42,9040,482,48.2,960.0,9040.0
20000,42,17848,966,96.6,2152.0,17848.0
40000,42,35748,1943,194.3,4252.0,35748.0
60000,42,53729,2955,295.5,6271.0,53729.0
80000,42,71485,3958,395.8,8515.0,71485.0
100000,42,89390,4950,495.0,10610.0,89390.0
2,43,2,0,0.0,0.0,2.0
3,43,2,0,0.0,1.0,2.0
100,43,88,10,1.0,12.0,88.0
200,43,185,11,1.1,15.0,185.0
2000,43,1788,99,9.9,212.0,1788.0
10000,43,8953,506,50.6,1047.0,8953.0
20000,43,17892,1017,101.7,2108.0,17892.0
40000,43,35734,2064,206.4,4266.0,35734.0
60000,43,53619,2990,299.0,6381.0,53619.0
80000,43,71579,4018,401.8,8421.0,71579.0
100000,43,89394,5122,512.2,10606.0,89394.0
2,44,2,2,0.2,0.0,2.0
3,44,3,0,0.0,0.0,3.0
100,44,82,6,0.6,18.0,82.0
200,44,173,11,1.1,27.0,173.0
2000,44,1784,119,11.9,216.0,1784.0
10000,44,9007,499,49.9,993.0,9007.0
20000,44,17883,1041,104.1,2117.0,17883.0
40000,44,35777,2016,201.6,4223.0,35777.0
60000,44,53733,3060,306.0,6267.0,53733.0
80000,44,71790,3896,389.6,8210.0,71790.0
100000,44,89553,5435,543.5,10447.0,89553.0
2,45,2,1,0.1,0.0,2.0
3,45,3,0,0.0,0.0,3.0
100,45,89,6,0.6,11.0,89.0
200,45,180,10,1.0,20.0,180.0
2000,45,1778,113,11.3,222.0,1778.0
10000,45,8962,505,50.5,1038.0,8962.0
20000,45,17854,911,91.1,2146.0,17854.0
40000,45,35896,2033,203.3,4104.0,35896.0
60000,45,53554,3091,309.1,6446.0,53554.0
80000,45,71704,4147,414.7,8296.0,71704.0
100000,45,89714,5002,500.2,10286.0,89714.0
2,46,2,0,0.0,0.0,2.0
3,46,3,0,0.0,0.0,3.0
100,46,86,3,0.3,14.0,86.0
200,46,182,11,1.1,18.0,182.0
2000,46,1799,126,12.6,201.0,1799.0
10000,46,8915,558,55.8,1085.0,8915.0
20000,46,17931,992,99.2,2069.0,17931.0
40000,46,35663,2013,201.3,4337.0,35663.0
60000,46,53758,3000,300.0,6242.0,53758.0
80000,46,71436,4051,405.1,8564.0,71436.0
100000,46,89565,5038,503.8,10435.0,89565.0
2,47,2,0,0.0,0.0,2.0
3,47,2,0,0.0,1.0,2.0
100,47,90,39,3.9,10.0,90.0
200,47,183,38,3.8,17.0,183.0
2000,47,1794,132,13.2,206.0,1794.0
10000,47,8941,525,52.5,1059.0,8941.0
20000,47,17915,1014,101.4,2085.0,17915.0
40000,47,35747,3104,310.4,4253.0,35747.0
60000,47,53692,2949,294.9,6308.0,53692.0
80000,47,71747,4010,401.0,8253.0,71747.0
100000,47,89322,4956,495.6,10678.0,89322.0
2,48,2,0,0.0,0.0,2.0
3,48,3,0,0.0,0.0,3.0
100,48,85,4,0.4,15.0,85.0
200,48,178,25,2.5,22.0,178.0
2000,48,1813,91,9.1,187.0,1813.0
10000,48,8955,453,45.3,1045.0,8955.0
20000,48,17842,1333,133.3,2158.0,17842.0
40000,48,35858,1971,197.1,4142.0,35858.0
60000,48,53578,2980,298.0,6422.0,53578.0
80000,48,71718,4020,402.0,8282.0,71718.0
100000,48,89494,5054,505.4,10506.0,89494.0
2,49,2,0,0.0,0.0,2.0
3,49,3,0,0.0,0.0,3.0
100,49,88,4,0.4,12.0,88.0
200,49,180,3,0.3,20.0,180.0
2000,49,1799,112,11.2,201.0,1799.0
10000,49,9006,546,54.6,994.0,9006.0
20000,49,17868,996,99.6,2132.0,17868.0
40000,49,35634,2068,206.8,4366.0,35634.0
60000,49,53697,3045,304.5,6303.0,53697.0
80000,49,71517,3950,395.0,8483.0,71517.0
100000,49,89559,4931,493.1,10441.0,89559.0
2,50,2,0,0.0,0.0,2.0
3,50,2,0,0.0,1.0,2.0
100,50,86,8,0.8,14.0,86.0
200,50,178,13,1.3,22.0,178.0
2000,50,1795,85,8.5,205.0,1795.0
10000,50,8983,502,50.2,1017.0,8983.0
20000,50,17982,1007,100.7,2018.0,17982.0
40000,50,35689,3209,320.9,4311.0,35689.0
60000,50,53721,3032,303.2,6279.0,53721.0
80000,50,71459,3984,398.4,8541.0,71459.0
100000,50,89543,5043,504.3,10457.0,89543.0
2,51,2,0,0.0,0.0,2.0
3,51,3,0,0.0,0.0,3.0
100,51,90,8,0.8,10.0,90.0
200,51,174,20,2.0,26.0,174.0
2000,51,1780,100,10.0,220.0,1780.0
10000,51,8962,506,50.6,1038.0,8962.0
20000,51,17955,1029,102.9,2045.0,17955.0
40000,51,35627,2002,200.2,4373.0,35627.0
60000,51,53663,3043,304.3,6337.0,53663.0
80000,51,71755,3935,393.5,8245.0,71755.0
100000,51,89531,4905,490.5,10469.0,89531.0
2,52,2,0,0.0,0.0,2.0
3,52,3,0,0.0,0.0,3.0
100,52,86,18,1.8,14.0,86.0
200,52,180,12,1.2,20.0,180.0
2000,52,1784,82,8.2,216.0,1784.0
10000,52,8950,486,48.6,1050.0,8950.0
20000,52,17831,1034,103.4,2169.0,17831.0
40000,52,35790,2149,214.9,4210.0,35790.0
60000,52,53795,2936,293.6,6205.0,53795.0
80000,52,71553,4121,412.1,8447.0,71553.0
100000,52,89518,4911,491.1,10482.0,89518.0
2,53,2,0,0.0,0.0,2.0
3,53,1,1,0.1,2.0,1.0
100,53,94,9,0.9,6.0,94.0
200,53,179,45,4.5,21.0,179.0
2000,53,1795,130,13.0,205.0,1795.0
10000,53,8914,478,47.8,1086.0,8914.0
20000,53,17887,1023,102.3,2113.0,17887.0
40000,53,35713,2074,207.4,4287.0,35713.0
60000,53,53611,3185,318.5,6389.0,53611.0
80000,53,71664,4083,408.3,8336.0,71664.0
100000,53,89521,4978,497.8,10479.0,89521.0
2,54,2,0,0.0,0.0,2.0
3,54,3,1,0.1,0.0,3.0
100,54,89,6,0.6,11.0,89.0
200,54,176,8,0.8,24.0,176.0
2000,54,1796,93,9.3,204.0,1796.0
10000,54,8945,498,49.8,1055.0,8945.0
20000,54,17892,985,98.5,2108.0,17892.0
40000,54,35815,2003,200.3,4185.0,35815.0
60000,54,53836,2935,293.5,6164.0,53836.0
80000,54,71625,3988,398.8,8375.0,71625.0
100000,54,89585,4972,497.2,10415.0,89585.0
2,55,2,0,0.0,0.0,2.0
3,55,3,0,0.0,0.0,3.0
100,55,87,5,0.5,13.0,87.0
200,55,168,40,4.0,32.0,168.0
2000,55,1792,101,10.1,208.0,1792.0
10000,55,8935,513,51.3,1065.0,8935.0
20000,55,17869,977,97.7,2131.0,17869.0
40000,55,35868,2026,202.6,4132.0,35868.0
60000,55,53691,2941,294.1,6309.0,53691.0
80000,55,71582,3985,398.5,8418.0,71582.0
100000,55,89423,5003,500.3,10577.0,89423.0
2,56,2,0,0.0,0.0,2.0
3,56,3,0,0.0,0.0,3.0
100,56,93,9,0.9,7.0,93.0
200,56,180,7,0.7,20.0,180.0
